School Name,Address,Telephone,long,lat
Firestone Classical Academy,"10080 Firestone Lane, Macedonia, 44056",3304680717,-81.52651379999999,41.3352855
Fisherman's Peace,"1415 Graceland Avenue, Findlay, 45840",4198897316,-83.6371499,41.0231949
Foster Academy,"3832 Silverwood Drive, Stow, 44224",3306882824,-81.4480265,41.1708231
Foundations Christian Academy,"854 Silliman Road, Plymouth, 44865",4196870980,-82.61362609999999,41.014598
Fountain City Christian School,"120 S. Beech Street, Bryan, 43506",4196362333,-84.55438219999999,41.4734266
"Fourth Day Institute for Autodidaction, The","1621 Merl Avenue, Cleveland, 44109",2163985385,-81.6913912,41.42469639999999
Franklin Furnance Christian Academy,"100 Seneak Avenue, Franklin Furnace, 45629",7403549301,-82.8486753,38.6339207
Freedom Academy,"12201 Wayland Avenue, Cleveland, 44111",2162529718,-81.77293209999999,41.4504087
French Creek Christian Academy,"36602 Kinzel Road, Avon, 44011",4409343323,-82.0261965,41.4424945
Full Life Academy,"146 Purple Finch Loop, Pataskala, 43062",7409273007,-82.6752412,39.9700024
Galaxie Learning Academy,"2505 S. Dayton-Brandt Road, New Carlisle, 45344",9378451652,-84.05724,39.9658639
Garret Academy,"2465 Addyston Road, Akron, 44313",3307148809,-81.60363459999999,41.1164944
Garrison Global Academy for Legal Study,"7752 Montgomery Road, Suite 55, Cincinnati, 45236",5135261293,-84.38445970000001,39.1953293
Gateway Christian Academy,"661 East Exchange Street, Akron, 44306",3302539443,-81.49971169999999,41.07146520000001
Genesis Christian School,"4154 Klopfenstein Road, Bucyrus, 44820",4195626131,-82.8829258,40.8556628
Gentle Shepherd School,"4564 West Ranchview Avenue, North Olmstead, 44070",4407851059,-81.9084187,41.4229779
Germantown Christian Schools,"9440 Eby Road, Germantown, 45327",9378557334,-84.3632824,39.608379
Gerrick Christian School,"7705 York Road, Parma, 44130",4404765820,-81.7591757,41.3566711
Glen's Crossing Academy,"2269 Reimer Road, Wadsworth, 44281",3303354319,-81.7694309,41.0554807
"God's Teen School, Inc.","32 Buxton Avenue, Springfield, 45505",9373221157,-83.7716713,39.9224912
Good Shepherd Academy,"52611 Betts Road, Wellington, 44090",4409357258,-82.3352489,41.2153023
Good Shepherd Academy,"152 W. Grayling Drive, Akron, 44333",3306203502,-81.6087518,41.1331348
Good Shepherd School,"8700 State Route 619, Louisville, 44641",3309350623,-81.2331481,40.9515313
Goodview Academy,"1913 Pilgrim Street, Akron, 44305",3307307514,-81.4543954,41.0708162
Gospel Baptist School,"6235 Clingan Road, Poland, 44514",3307570736,-80.5907531,41.0275158
Gospel Haven Academy,"6871 State Route 241, Millersburg, 44654",3306740752,-81.8493299,40.6000834
Grace Academy,"6360 N. Ludlow Road, Cable, 43009",9374654143,-83.6984907,40.2005768
Grace Academy,"2060 South Jefferson Avenue, Defiance, 43512",4197826391,-84.3613144,41.2566548
Grace Academy,"1000 Howard Street, Mount Vernon, 43050",7404853399,-82.46899289999999,40.3877761
Grace Learning Center,"100 Grace Drive, Xenia, 45385",3973827429,-83.95565549999999,39.6575589
Grace Prep School,"1263 Harmony Drive, Wadsworth, 44281",3303366550,-81.729748,41.0573829
Graff Academy,"5263 Fischer Road, Clarksville, 45113",9372891903,-84.0189111,39.3456531
Grand Lake Christian School,"1001 Holly Street, Suite A, St. Mary's, 45885",4193009001,-84.406802,40.5495561
Grantleigh Road Academy,"1374 Grantleigh Road, South Euclid, 44121",2163824714,-81.5323679,41.5225635
Hametown Christian Academy,"4774 S. Hametown Road, Norton, 44203",3308257891,-81.63638689999999,41.0274472
Hamilton Christian Academy,"6139 Sidley Road, Thompson, 44086",4402415133,-81.015442,41.7072564
Harmony Christian School,"11906 Lower Valley Pike, Medway, 45341",9378795259,-84.0411202,39.8634703
Harvest Temple Christian Academy,"1022 S. Main Street, Clyde, 43410",4195478251,-82.97292159999999,41.2953363
Heartland Academy,"2577 Greely Chapel Road, Lima, 45804",4193034363,-84.0704009,40.7040476
Henry Johnson Academy for Scholars,"17419 Wayne Drive , Cleveland, 44128",2165928521,-81.5576502,41.439437
Heritage Baptist Academy,"77 Saxe Road, Mogadore Village, 44260",3306289559,-81.3911753,41.0676145
Heritage Christian School,"29541 East Belpre Pike Road, Coolville, 45723",7406673149,-81.73515569999999,39.2314504
Heritage Christian School,"4403 Tiederman Road, Brooklyn, 44144",2164767976,-81.7574022,41.43742400000001
Heritage Christian School,"2000 Broad Avenue, Findlay, 45840",4194249511,-83.6650131,41.06405460000001
Heritage Christian School,"193 Marion-Williamsport Road E., Marion, 43302",7403826248,-83.1282504,40.6143142
"Heritage Private School, Inc.","9060 Yoder Road, Sterling, 44276",3306692900,-81.8100959,40.9096384
HGP Academy,"319 Cowan Creek Road, Clarksville, 45113",9377287375,-83.9554276,39.410343
High Place Christian Academy,", , ",6144395570,,
High Street Christian Academy,"7399 North High Street, Columbus, 43235",4168885121,-83.01754849999999,40.1141573
Hilltop Academy,"6770 Broadview Road, Parma, 44134",2165242056,-81.6852103,41.3811256
Hilltop Academy,"316 N. Springhill Drive, Macedonia, 44056",3304681737,-81.5223342,41.3307165
Holy Family Academy,"686 Stallion Way, Marysville, 43040",9377387097,-83.38697239999999,40.268083
Holy Family of Nazareth,"1531 Applewood Way, Uniontown, 44685",3308961267,-81.47915239999999,40.9456437
Holy Family School,"5944 Sandelwood Avenue, North Ridgeville, 44039",4403271690,-82.0147851,41.4046161
Honey Creek,"7373 S. Township Road 17, Tiffin, 44883",4193972560,-83.1316021,41.0167368
Hoover Christian Academy,"9979 Hoover Woods Road, Galena, 43021",7409659655,-82.86494569999999,40.1845961
Hope Academy,"9373 Stoneburner Road N.W., Crooksville, 43731",7409822102,-82.0053853,39.7426286
Hopewood Christian Academy,"5581 State Route 18, Wakeman, 44889",4199298493,-82.3864815,41.1828212
Hover Agape Academy,"4212 Sequoia Avenue, Grove City, 43123",6145932407,-83.11444379999999,39.8906711
Hoy Christian Academy,"31 N. Railroad Street, New London, 44851",4409352826,-82.3982249,41.0876476
Huber Heights Christian Academy,"7730 Taylorsville Road, Huber Heights, 45424",9372365883,-84.0953779,39.8594816
Huntington Christian School,"25585 McMillan Road, Wellington, 44090",4406475462,-82.2305911,41.1204918
Immaculate Conception Academy,"4510 Floral Avenue, Norwood, 45212",5137310154,-84.44920909999999,39.1580013
In the Light Christian School,"38058 Terrell Drive, North Ridgeville, 44039",4403094461,-82.04933319999999,41.3657996
Integrity Christian School,"825 Persimmon Place, Columbus, 43213",6148569225,-82.8304229,39.9633955
Isley Preparatory Academy,"2242 Heron Lane, Marion, 43302",7403862808,-83.06984059999999,40.5882462
Jabez Christian Academy,"17095 Heiland-Kies Road, Botkins, 45306",9373714343,-84.14580149999999,40.4476123
Jackson Catholic Academy,"8238 Grayson Green Street N.W., Massillon, 44646",3308373381,-81.504134,40.8669613
Jaeger House of Learning,"5817 Lathrop Place, Cincinnati, 45224",5135419030,-84.5519279,39.19750519999999
John Paul II Academy,"38220 Royalton Road, Grafton, 44044",4408227485,-82.06418610000001,41.3155914
Joliet Academy,"8480 Wildcat Road, Tipp City, 45731",9376670529,-84.17216379999999,39.9583892
"Jones Academy for Christ, The","1976 County Road 24 N., DeGraff, 43318",9375854903,-83.9205664,40.3184341
Judah's Pride Academy,"113 1/3 South Court Street, Circleville, 43113",7404743610,-82.9457989,39.6015342
Kaiser Johnson St. Francis School,"583 Prairie Rose Drive, Perrysburg, 43351",4198735491,-83.6718679,41.5402969
Keys Joy School,"1940 Clairmont Avenue, Akron, 44301",3307249779,-81.52516349999999,41.03386649999999
Kingdom Way Academy,"7457 Beach Road, Wadsworth, 44281",3302398929,-81.75447489999999,41.0711461
King's Academy,"348 Simcox Street, Wadsworth, 44281",3308196260,-81.738896,41.0338271
Koinonia Christian Arts Academy,"440 Trovitt Street, Columbus, 43203",6146495485,-82.97056979999999,39.9750821
L.A.D. School,"1500 Mozart Drive, Westlake, 44145",4408351015,-81.9178002,41.4646673
L.L. Academy,"2064 Ogden Road, Wilmington, 45177",9373836943,-83.9073172,39.4168174
Lake Erie Christian Academy,"5100 Shady Ridge Academy, Brooklyn Heights, 44131",2167413066,-81.6716277,41.4161136
Lakota Christian School,"7000 Summerhill Drive, West Chester, 45069",5137794316,-84.3896259,39.3450921
Land of Green,"12863 Main Street, Garrettsville, 44231",4176301365,-81.09673,41.2839062
Landmark Kiddie Kollege and Christian K/1,"1600 Glendale-Milford Road, Cincinnati, 45215",5137717335,-84.4450809,39.2601176
Legacy Christian Academy,"128 High Street S.E., Canal Fulton, 44614",3308543635,-81.5961189,40.890137
Liberty Christian Academy,"1210 Timbercrest Street, Youngstown, 44505",3307591025,-80.6458499,41.1659176
Liberty Christian School,"801 Bellefontaine Avenue, Lima, 45801",4192296266,-84.093654,40.7395961
Licking County Christian Academy,"81 Licking View Drive, Heath, 43056",7405223600,-82.4413378,40.0246809
Life Classical Christian School,"525 Maple Avenue, Hamilton, 45011",5135494428,-84.5572602,39.3966144
Lifelong Love of Learning,"1100 Concord Drive, Medina, 44256",3302415175,-81.83946999999999,41.1273223
Lima Christian Academy,"3180 W. Elm Street, Lima, 45805",4199992219,-84.1625576,40.7378593
Lima Christian School,"2435 N. Cole Street, Lima, 45805",4192294547,-84.128466,40.7721425
Lincoln Christian School,"52 Township Road 791, Nova, 44859",4196522413,-82.28078599999999,41.056311
Living Word Preparatory School,"8315 Greenlawn Avenue, Parma, 44129",4408851172,-81.7427857,41.4085123
Locust Grove School,"6531 North Urbana-Lisbon Road, Mechanicsburg, 43044",9378281635,-83.6284621,40.0096059
Logos Academy,"3101 Logan Way, Youngstown, 44505",3308890226,-80.6369623,41.14029
Logos Learning Center,"19459 Rolling Brook Lane, Columbia Station, 44028",4402366290,-81.9428898,41.2787407
"Lord's Light School, The","7944 English Oak Trail, Macedonia, 44056",3308017867,-81.4847284,41.2867526
Loughner Christian Academy,"3366 Wicklow Road, Columbus, 43204",6142748685,-83.0891906,39.9465671
Loveland Baptist School,"2288 Lilac Road, Loveland, 45140",5136836213,-84.2628654,39.3068555
Lux Mundi Academy,"3267 Deer Creek Trail, Richfield, 44286",3306597240,-81.64205820000001,41.266658
"Lyceum, The","1545 S. Green Road, South Euclid, 44121",2162979448,-81.5185715,41.5179059
Main Street Christian School,"9 N. 4th Street, McConnelsville, 43756",7409623877,-81.85543299999999,39.64910769999999
"Main Street Schoolhouse, Inc.","200 North F Street, Hamilton, 45013",5138680999,-84.5701089,39.4093923
Malachi's Children Christian School,"8558 Holiday Hills Drive, Cincinnati, 45255",5134743560,-84.3158053,39.085325
Maple Hill Christian Academy,"1144 Gulf Road, Elyria, 44035",4403656725,-82.0883527,41.4020309
Marcum Academy,"2245 Flickinger Hill Road, Wooster, 44691",3307495987,-81.9796878,40.83658190000001
Margaret T Academy,"36830 Royalton Road, Grafton, 44039",2678794199,-82.032157,41.3151451
Marietta Christian School,"4070 State Route 60, Marietta, 45750",7403735551,-81.462678,39.458433
Mars Hill Academy,"4230 Aero Drive, Mason, 45040",5137703223,-84.2904956,39.341577
Mars Hill Christian Academy,"1926 Windsor Place, Findlay, 45840",4194234877,-83.61052169999999,41.0452406
Martin Academy,"861 Edgar Lane, Brunswick, 44212",3302201238,-81.7943793,41.2524173
"Mary Mother, Queen of Apostles Catholic School","7544 Lake O'Springs Avenue, N.W., North Canton, 44720",3309668019,-81.45934179999999,40.890135
Mason Christian Academy,"5264 Blossom Street 2403, Hamilton, 45011",5133416276,-84.45002389999999,39.3170612
"Master's Plan Academy, The","24500 Eagle Pointe Court, Columbia Station, 44028",4402369672,-81.9011685,41.3236577
McKenzie Academy,"3712 S. Beechgrove Road, Wilmington, 45177",9373821337,-83.8783828,39.42711329999999
Meadow Lark Christian Academy,"1095 Meadow Lark Drive, Enon, 45323",9378640477,-83.9279851,39.8528455
Mecaskey Academy,"898 Keystone Drive, Cleveland Heights, 44121",2165339294,-81.5362849,41.5359611
Memorial Christian,"717 N. Hall Street, Ottawa, 45875",4196151049,-84.0389424,41.0259544
Mentor Christian School,"8600 Lake Shore Blvd., Mentor, 44060",4402573172,-81.3299712,41.7171724
Messiah Covenant Academy,"189 Citation Drive, Pataskala, 43062",7409270646,-82.6468091,40.0199492
Middleton Academy,"5741 West U.S. Hwy 22 & 3, Wilmington, 45177",5136785579,-84.16211589999999,39.3579817
Midwest Literati Academy,"357 Raff Road N.W., Canton, 44708",3304791821,-81.4170166,40.80281979999999
Milford Christian Academy,"1365 Woodville Pike, Milford, 45150",5135751708,-84.2105053,39.2007916
Mogadore Christian Academy,"3603 Carper Avenue, Akron, 44312",3306288482,-81.39617919999999,41.0388552
Most Holy Family Academy,"1140 Pearce Drive, Mansfield, 44906",7403419480,-82.5558432,40.7521378
Mother of Divine Grace,"12790 Kingsway Drive, Chesterland, 44026",4407293255,-81.3711975,41.521305
Mother Teresa of Calcutta School,"5341 Stonetrace Drive, Cincinnati, 45251",5133858452,-84.61631009999999,39.30604599999999
Mount Pleasant School,"6660 Martinsburg Road, Mount Vernon, 43050",7403973139,-82.4133751,40.3281392
Mt. Hope Christian Academy,"9200 Strimple Road, Harrison, 45030",5133670450,-84.7211483,39.2470077
Mustard Seed Academy,"1456 Riverbend Drive, Defiance, 43512",4197825524,-84.3911279,41.3108764
New Horizons Academy,"220 Lawrence Avenue, Wauseon, 43567",4193357272,-84.1524996,41.5447796
New Life Christian Academy,"4080 Call Road, Perry, 44081",4402593850,-81.1298204,41.7613945
Northern Ohio Christian Academy,"1936 Chenango Road, Wakeman, 44889",4406533695,-82.366687,41.19041199999999
Northfield Baptist Christian School,"311 W. Aurora Road, Northfield, 44067",3304678918,-81.55016379999999,41.3149732
Northside Christian School,"2655 Schrock Road, Westerville, 43081",6148821493,-82.9459546,40.1084206
Northside Christian School,"8921 N. Dixie Drive, Dayton, 45414",9378901361,-84.1996628,39.8608105
Northumbria Community Christian School,"407 Martinsburg Road, Mount Vernon, 43050",4197880390,-82.47736979999999,40.3752891
Nova Academy,"844 S. Broadleigh Road, Columbus, 43209",6142370699,-82.9227026,39.9531525
Oakwood Christian School,"124 Eastern Heights Blvd., Elyria, 44035",4403224630,-82.0995398,41.3633897
Olde Town Christian School,"132 Executive Court, Westerville, 43081",6142122741,-82.93618579999999,40.1323708
Oliver Wolcott Academy,"558 W. Front Street, Perrysburg, 43551",4198730339,-83.6410174,41.5559942
Operation Rebirth Christian Boarding Academy,"1638 Apple Road, St. Paris, 43072",9376635765,-83.97190499999999,40.15055
Ottawa County Christian Academy,"325 S. Toussaint-Portage Road, Oak Harbor, 43449",4198983888,-83.1635012,41.50979650000001
Our Lady of Fatima Academy,"10736 LaGrange Road, Elyria, 44035",4404586240,-82.1187834,41.33312
Our lady of Grace  ,"4816 West 211 Street, Fairview Park, 44126",4403311029,-81.85481659999999,41.4365773
Our Lady of Grace Catholic School,"5247 S. Arlington Road, North Canton, 44720",3308960735,-81.49396399999999,40.9265199
Our Lady of Guadalupe Academy,"15412 Lydian Avenue, Cleveland, 44111",2166714479,-81.805377,41.4563211
Our Lady of Light Academy,"4529 Secretariat Court, Avon, 44011",4404765672,-82.0544618,41.4228448
Our Lady of Victory School,"706 Bailey's Trail, Dayton, 45440",9374315348,-84.0960056,39.6720868
Padre Pio Academy,"12920 Madison Avenue, Lakewood, 44107",2165710174,-81.7785739,41.4772146
Park Faith Academy,"11312 Drake Road, North Royalton, 44133",4402376201,-81.77150309999999,41.291906
Pax Christi School,"3245 Nagle Road, Avon, 44011",4409370069,-81.9888684,41.4431388
PCS Academy,"2920 Plum Creek Parkway, Medina, 44256",3307235696,-81.8083023,41.1956937
Petra Christian Academy,"25 Clearwater Drive, Brunswick, 44212",4403341777,-81.8169922,41.2749397
Phroneos Academy,"2740 Slabtown Road, Lima, 45801",4192258725,-84.0509182,40.7779719
Pilgrim Christian School,"2100 W. Breese Road, Lima, 45806",41932244333,-84.1437404,40.6882046
Pineview Christian Acadmey,"10395 Scott Road, Sidney, 45365",9374989294,-84.1914372,40.3515005
Pinkston Acres Academy,"1666 Lynnurst Road, Columbus, 43229",7405138385,-82.97338359999999,40.0908515
Piqua Christian School,"830 Covington Avenue, Piqua, 45356",9377738627,-84.2543018,40.1455981
Pleasant Places High School,"10988 Midway Road, South Solon, 43153",9374629196,-83.61124939999999,39.79315890000001
Pope Pius Academy,"703 Parkview Court, Huron, 44839",4196163191,-82.5702724,41.3926536
Prasse Road Academy,"4425 Prasse Road, South Euclid, 44121",2162199449,-81.5207051,41.5239763
Proverbs Christian Academy,"5741 Cady Road, North Royalton, 44133",4407737667,-81.72692649999999,41.2850787
Providence Academy,"114 N. Main Street, North Fairfield, 44855",4197742074,-82.6114095,41.1070491
Providence Christian Academy,"6485 Arlington Avenue N.W., Massillon, 44646",3308309440,-81.5011323,40.8752115
Providence Christian Academy,"5884 Shawnee Avenue, Walbridge, 43465",4198387361,-83.5093735,41.5559777
Redwine Academy,"2031 Dallas Avenue, North College Hill, 45239",5134842617,-84.56323499999999,39.2152013
Reid Academy,"2551 Shoreline Drive, Apt. B4, Akron, 44314",3305352885,-81.5586842,41.0284851
RiverBirch Academy,"1761 Turnberry N.W., Canton, 44708",3304774233,-81.450923,40.8188514
Robins Trace Academy,"3230 Robins Trace, Akron, 44319",3309580160,-81.50222579999999,40.9832214
Rolling Hills Christian School,"19963 State Route 698 , Jenera, 45841",4193269304,-83.727054,40.9033591
RW Faith Academy,"4251 Custar Road, Deshler, 43516",4192788408,-83.8439022,41.2157695
Sacred Heart Academy,"6505 County Road 109, Mt. Gilead, 43338",4195607274,-82.7039195,40.5337586
Sacred Heart of Jesus Academy,"1552 Oak Tree, Brunswick, 44212",3302254654,-81.8274101,41.2331947
Sacred Heart of Jesus Catholic School,"2065 Beaumont Avenue N.W., Massillon, 44647",3308378002,-81.5563647,40.8143942
Sacred Heart of Jesus School,"450 Dennison Ave, Akron, 44312",3307148163,-81.4285723,41.0449831
Saint Mary's Consolidated School,"23185 West State Route 51, Genoa, 43430",4195598398,-83.3808796,41.546628
Saints and Angels Academy,"2340 Banyon Drive, Beavercreek, 45431",9374297791,-84.03729059999999,39.7571763
School of Wisdom and Knowledge,"3312 Terrance Lane , Findlay, 45840",4194230241,-83.64625199999999,41.0798216
Shadesville Christian Academy ,"4800 Lockbource Road, Columbus, 43207",6144916592,-82.9694358,39.8623923
Shekinah Christian Academy,"1875 Hyde Shaffer Road, Bristolville, 44402",3308892912,-80.86912819999999,41.3708566
Shekinah Christian School,"10040 Lafayette-Plain City Road, Plain City, 43064",6148733130,-83.3120445,40.0881637
Simple Path Academy,"6930 Parma Park Blvd., Parma Heights, 44130",4405399257,-81.77628829999999,41.37538360000001
Skyward Academy,"2033 Walnut Road, Loveland, 45140",5136008476,-84.2593833,39.2978016
"Smith School, The","6940 Palmetto Street, Cincinnati, 45227",8777182731,-84.37533560000001,39.1513289
Solomon Academy,"56 Townes End Drive, Wadsworth, 44281",3303361212,-81.6897444,41.0628842
Solomon Christian Academy,"8219 Shawnee Forest Drive, Findlay, 45840",4194238292,-83.57319009999999,41.0478119
Sonlight Christian Academy,"321 Audubon Street, Pickerington, 43147",6148336647,-82.7889974,39.8675146
South Ridge Christian Academy,"924 Center Road, Conneaut, 44030",4405935840,-80.57064,41.904261
Southmore Christian Academy,"3551 Babbitt Road, Blacklick, 43004",6149339427,-82.77806849999999,40.0491012
Speiro Academy,"500 N. 5th Street, Martins Ferry, 43935",7407380203,-80.7188863,40.1017778
Spirit Academy,"608 Ridgecrest Road, Akron, 44303",3308655873,-81.5433372,41.1129089
Spiritus Sanctus,"5800 Brookside Drive, Cleveland, 44144",2163985940,-81.7271567,41.4468807
Spring Valley Christian School,"4676 W. 11th Street, Cleveland, 44109",2166616384,-81.6879457,41.4291336
St. Bellarmine Academy ,"223 Sunflower Drive, Brunswick, 44212",3302258081,-81.8259159,41.2696137
St. Edmund Campion Academy,"4100 Taylor Avenue, Cincinnati, 45209",5138710331,-84.4278278,39.1526083
St. Gerald Majella School,"6415 Mandalay Drive, Parma Heights, 44130",4408854162,-81.7746839,41.3895476
St. Gertrude the Great School,"4890 Rialto Road, West Chester, 45069",5136454216,-84.46361399999999,39.3241462
St. Joseph Academy,"3515 Little Blvd., Norton, 44203",3307140239,-81.6548432,41.0380776
St. Jude's Academy,"4918 Harrisburg-Georgesville Road, Grove City, 43123",6148521368,-83.1974905,39.8625848
St. Margaret Mary School,"35114 Mills Road, Avon, 44011",4403271884,-82.00748159999999,41.4190572
St. Matthew Academy,"17740 Galehouse Road, Doylestown, 44230",3306587264,-81.67017299999999,40.9364938
St. Maximilian Kolbe School,"5572 Bridgetown Road, Apt. 6, Cincinnati, 45248",5135745060,-84.6321747,39.1592761
St. Peregrine Academy,"3086 W. Streetsboro Road, Richfield, 44286",3306596242,-81.6018361,41.2430889
St. Peter Julian Eymard School,"3119 Winsted Drive, Brunswick, 44212",3302200573,-81.7980525,41.2542389
St. Therese of the Little Flower School,"6359 Daleview Road, Cincinnati, 45247",5139234244,-84.6553301,39.2120488
St. Thomas Aquinas Academy,"3996 Graham Drive, Dayton, 45431",9374271935,-84.0805946,39.7639243
Steart Christian Academy,"329 Cleveland Street, Hamler, 43534",4192741154,-84.0329543,41.2270651
Stonewall Academy,"6118 E. New Market Road, Hillsboro, 45133",9374024066,-83.6590093,39.133289
Streamview Academy,"2468 Columbia Road, Brecksville, 44141",3306590740,-81.5951552,41.2701078
Strong Tower Christian Academy,"34925 Clear Creek Drive, North Ridgeville, 44039",4403530757,-82.0052671,41.3699762
Tallmadge Kiddie Kollege/F.A.C.T. Academy,"199 Souty Avenue, Tallmadge, 44278",3306339049,-81.4390054,41.095275
"Taylor Academy, The","2386 Brand Road, Cable, 43009",9378694224,-83.6152828,40.1580946
Temple Christian Academy,"21453 Floralwood Drive, Howard, 43028",7403979673,-82.35811540000002,40.4536192
Temple Christian School,"1617 Ohmer Avenue, Dayton, 45410",9372535288,-84.1415045,39.7499237
Temple Christian School,"752 N. Stewart Road, Mansfield, 44905",4195899707,-82.47432599999999,40.778223
Thompson Bible Institute,"13445 W. Twp. Road, 178, Bellevue, 44811",4194832023,-82.9087879,41.2265442
Tipp City Christian School,"445 W. Evanston Road, Tipp City, 45371",9376679167,-84.2080058,39.9450475
Tolle Lege Academy,"325 Westgate Drive, Mansfield, 44906",4195242799,-82.5560967,40.7510518
Torah Beis Academy,"3659 S. Green Road 100, Beachwood, 44122",2163733456,-81.5161822,41.4604822
Treasures of Grace Academy,"5849 Forestview Drive, Columbus, 43213",6142364366,-82.8449411,39.9750694
Trinity Lutheran Christian Preschool & Kindergarten,"135 East Mount Street, Circleville, 43113",7404749987,-82.9460133,39.600618
Trisler Christian Academy,"9160 Lochard Road, Sidney, 45365",9374984574,-84.117228,40.3338271
Trotwood-Liberty Christian Academy H.S.,"4760 Fishburg Road, Huber Heights, 45424",9372489773,-84.13762439999999,39.8403161
Truth Christian School,"38050 State Route 683, Hamden, 45634",7403845227,-82.525475,39.1711247
Turner Learning Center,"3185 Winterset Drive, Beavercreek, 45440",9374263611,-84.05461179999999,39.6892945
Tykes Academy,"10107 Saddle Bridge Drive S., Whitehouse, 43571",4194190482,-83.7834122,41.5210842
Valor Academy/Valor Learning Center,"124 C Cleveland Road, Norwalk, 44857",4196600533,-82.5965173,41.2465467
Veritas Academy,"6200 Linworth Road, Worthington, 43085",6148852810,-83.04916329999999,40.09149130000001
Veritas Christian Academy,"4828 County Highway 96, Carey, 43316",4193966842,-83.4012424,40.9227912
Victory Baptist School,"45155 Telegraph Road, Elyria, 44035",4403236654,-82.1965163,41.3672525
Victory Christian School,"960 Children's Home Road, Urbana, 43078",9376521133,-83.7306222,40.1214686
Vineyard Elementary and High School,"7499 County Road 2-2, Swanton, 43558",4198253747,-83.9124476,41.5812019
Washington Academy,"144 High Street, Ashland, 44805",3307490256,-82.3154917,40.8613612
Water's Edge Academy,"3918 Jaycox Road, Avon, 44011",2162105200,-82.0036274,41.4322962
Waynesville Christian School,"1009 Lytle Road, Waynesville, 45068",5138970418,-84.0920266,39.539796
Wayside Christian School,"2345 Kerstetter Road, Bucyrus, 44820",4195625930,-83.00315189999999,40.7960104
West Liberty Christian School,"2601 Sweetwater Road, Findlay, 45840",4194254268,-83.6666126,41.07074950000001
Westside Christian Academy,"23096 Center Ridge Road, Westlake, 44145",4403311300,-81.8766283,41.4579833
Westwood Christian School,"3035 Irvella Place, Cincinnati, 45238",5134294261,-84.6029251,39.1370008
Whetstone Baptist Academy,"994 Poe Road, Bucyrus, 44820",4199852752,-82.9154039,40.7442232
Whetstone Christian Academy,"59 Clearwater Drive, Brunswick, 44212",3302204040,-81.817099,41.2743044
Williams Home School Academy,"129 Elm Hill Drive, Dayton, 45415",9372753390,-84.2376555,39.8251085
Willow Creek Learning Center,"1322 W. Western Reserve Road, Youngstown, 44514",3307856871,-80.6749694,40.9894752
Willow Farms Christian Academy,"2125 State Route 48, Ludlow Falls, 45339",9376985125,-84.3382235,40.0065606
Winton Place Baptist Church and Academy,"4600 N. Edgewood Avenue, Cincinnati, 45232",5136813470,-84.51598690000002,39.1723314
Wisdom Builders School,"1725 Bryden Road, Columbus, 43205",6142535560,-82.9536177,39.9599518
Woodland Academy,"2569 Reeder Road, Blanchester, 45107",5137225769,-83.9081242,39.3388796
"Woodrow Christian Academy, The","4506 Woodrow Avenue, Parma, 44134",4408867088,-81.7164301,41.395359
"Woods Academy, The","2799 West River Road S., Elyria, 44035",2167447033,-82.1251614,41.338542
Woodward Christian Academy,"994 E. Sunview Drive, Hamilton, 45013",5138969669,-84.57873699999999,39.3897353
Xenia Christian Academy,"1679 West Second Street, Xenia, 45385",9373727804,-83.95883429999999,39.6812011
Yahweh Academy,"6964 Broadview Road, Parma, 44134",2169010981,-81.6858759,41.37638099999999
Yellow Creek Christian Academy,"23203 Hammansburg Road, Deshler, 43516",4192781808,-83.8463694,41.2260466
Zoe Academy,"1606 Tower Blvd., Lorain, 44053",4402823427,-82.19232699999999,41.4326741
Garrison Global Academy for Legal Study,"7752 Montgomery Road, Suite 53, Cincinnati, 45236",5139196738,-84.38445970000001,39.1953293
Lighthouse Christian Academy,"7085 Gratis Jacksonburg Road, Camden, 45311",9377873618,-84.5370446,39.63762630000001
"Lord's Light School, The","220 Deerwalk Circle, Marietta, 45750",7404343393,-81.4591612,39.4686327
Mason Christian Academy,"3511 Montgomery Road #5, Loveland, 45140",5133449019,-84.2861616,39.2989159
Mother of Divine Grace,"11012 Riverwood Drive, Grafton, 44044",4404586197,-82.08846969999999,41.3175391
Anchor Baptist School,"3699 Clime Avenue, Columbus, 43228",6142741181,-83.1273705,39.9571056
Angelos Academy,"5418 Winter Brook Drive, Valley City, 44280",3302203817,-81.8810348,41.2281665
Ashbrook Drive Girls Academy,"696 Ashbrook Drive , Wadsworth, 44281",3303341070,-81.7082843,41.0169088
Beach City Bible Methodist Christian School,"9814 Manchester Avenue S.W., Beach City, 44608",3307562408,-81.59218899999999,40.672156
Central Christian Academy,"3525 W. 25th Street, Cleveland, 44109",2163517667,-81.70046719999999,41.4583208
Christian Classical Academy,"18799 Rivers Edge Drive E., Chagrin Falls, 44023",4409158707,-81.35302539999999,41.3588325
Disciplina Plus Academy,"4210 Chalfonte Drive, Beavercreek, 45440",9379743456,-84.09317949999999,39.6930488
"Faville Christian Academy, The","422 Kent Drive, Apt. 8, Bellefontaine, 43311",9375398268,-83.75586009999999,40.3356166
Full Life Academy,"3655 Beechton Road, Columbus, 43232",6142909931,-82.8668175,39.902067
Glenmar Academy,"1703 Glenmar Drive, Lancaster, 43130",7408011241,-82.6116839,39.7349058
Grace Academy,"10107 Saddle Bridge Drive South, Whitehouse, 43571",4194914503,-83.7834122,41.5210842
