Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,School Type,long,lat
,Highland Local,048801,Highland North Elementary School,006163,"PO Box 7 Chesterville, OH   43317-0007",K-5,-82.6837827,40.479041
,North Olmsted City,044529,Chestnut Intermediate Elementary School,006189,"30395 Lorain Rd North Olmsted, OH   44070-3927",4-6,-81.9532042,41.3990777
,East Holmes Local,047688,Chestnut Ridge Elementary School,006213,"PO Box 232 Berlin, OH   44610-0232",K-8,-81.79946970000002,40.5608106
,Cincinnati City,043752,Cheviot Elementary School,006239,"4040 Harrison Ave Cincinnati, OH   45211-4644","P,K-8",-84.6171263,39.1585458
,Chillicothe City,043745,Chillicothe High School,006296,"421 Yoctangee Pkwy Chillicothe, OH   45601-1658",9-12,-82.9884027,39.3420113
,Brecksville-Broadview Heights City,043646,Chippewa Elementary School,006304,"8611 Wiese Rd Brecksville, OH   44141-2046",K-3,-81.6051334,41.32709810000001
,Chippewa Local,050534,Chippewa High School,006312,"100 Valley View Rd Doylestown, OH   44230-1621",9-12,-81.6923535,40.9615098
,Circleville City,043760,Circleville High School,006320,"380 Clark Dr Circleville, OH   43113-1517",9-12,-82.9212416,39.6076801
,Circleville City,043760,Everts Middle School,006338,"520 S Court St Circleville, OH   43113-1910",6-8,-82.9470049,39.5967016
,Cleveland Municipal,043786,Clara E Westropp School,006353,"19101 Puritas Ave Cleveland, OH   44135-1029","P,K-8",-81.8305803,41.43348
,Canton City,043711,Clarendon Elementary School,006379,"412 Clarendon Ave NW Canton, OH   44708-4506",K-6,-81.40302899999999,40.8034821
,Columbus City,043802,Watkins Elementary School,006387,"1520 Watkins Rd Columbus, OH   43207-3320","K-5,P",-82.9542668,39.9054039
,Cleveland Municipal,043786,Clark School,006429,"5550 Clark Ave Cleveland, OH   44102-4569",K-8,-81.723948,41.4705078
,Springfield City,044818,Clark Middle School,006437,"1500 W Jefferson St Springfield, OH   45506-1224",6-8,-83.8348195,39.9235978
,Oregon City,044602,Clay High School,006494,"5665 Seaman St Oregon, OH   43616-2613",9-12,-83.4121514,41.6542806
,Clay Local,049601,Clay High School,006502,"44 Clay High St Portsmouth, OH   45662-8817",7-12,-82.9822441,38.8039861
,Claymont City,043778,Claymont Junior High School,006510,"215 E 6th St Uhrichsville, OH   44683-1637",7-8,-81.3451839,40.3944809
,Claymont City,043778,Claymont High School,006528,"4205 Indian Hill Rd SE Uhrichsville, OH   44683-1305",9-12,-81.3648614,40.4139038
,Clear Fork Valley Local,049411,Clear Fork High School,006551,"987 State Route 97 E Bellville, OH   44813-1229",9-12,-82.474768,40.6102028
,Springboro Community City,050427,Springboro High School,006593,"1675 S Main St Springboro, OH   45066-1524",9-12,-84.2450019,39.5315519
,North Canton City,044503,Clearmount Elementary School,006601,"150 Clearmount Ave SE North Canton, OH   44720-3214",1-5,-81.390828,40.8740741
,Clearview Local,048132,Clearview High School,006619,"4700 Broadway Lorain, OH   44052-5542",9-12,-82.16430919999999,41.425623
,Newark City,044453,John Clem Elementary School,006627,"475 Jefferson Rd Newark, OH   43055-4540",K-5,-82.425421,40.071441
,Clermont Northeastern Local,046326,Clermont Northeastern High School,006635,"5327 Hutchinson Rd Batavia, OH   45103-9511",9-12,-84.1018636,39.1305471
,Dayton City,043844,Cleveland PreK-8 School,006643,"1102 Pursell Ave Dayton, OH   45420-1943","P,K-8",-84.1499441,39.7449932
,Hamilton City,044107,Cleveland Elementary School,006650,"900 Brookwood Ave Hamilton, OH   45013-2048",K-6,-84.6067736,39.4182566
,Zanesville City,045179,Cleveland Middle School,006676,"928 Pine St Zanesville, OH   43701-5362",6-8,-82.0153441,39.9247241
,Columbus City,043802,Clinton Elementary School,006692,"10 Clinton Heights Ave Columbus, OH   43202-1244",K-5,-83.01506789999999,40.0307578
,Tiffin City,044891,Clinton Elementary School,006718,"2036 E Township Road 122 Tiffin, OH   44883-8766",K-5,-83.13013570000001,41.13837059999999
,Columbus City,043802,Clinton Middle School,006726,"3940 Karl Rd Columbus, OH   43224-2125",6-8,-82.9751034,40.047487
,Clinton-Massie Local,046391,Clinton-Massie High School,006734,"2556 Lebanon Rd Clarksville, OH   45113-8201",9-12,-83.9851733,39.4466924
,West Clermont Local,046359,Clough Pike Elementary School,006742,"808 Clough Pike Cincinnati, OH   45245-1715",K-5,-84.27748419999999,39.0851309
,Cloverleaf Local,048488,Cloverleaf High School,006759,"8525 Friendsville Rd Lodi, OH   44254-9706",9-12,-81.9649115,41.0397147
,North College Hill City,044511,Clovernook Elementary School,006775,"1500 W Galbraith Rd Cincinnati, OH   45231-5400",K-6,-84.4882658,39.2147715
,Clyde-Green Springs Exempted Village,045302,McPherson Middle School,006783,"201 Spring St Clyde, OH   43410-1521",7-8,-82.98151229999999,41.3052692
,Clyde-Green Springs Exempted Village,045302,Clyde High School,006791,"1015 Race St Clyde, OH   43410-1832",9-12,-82.9859391,41.29012220000001
,Wellston City,045021,Wellston Intermediate School,006809,"225 Golden Rocket Dr Wellston, OH   45692-9605",3-5,-82.5360474,39.1356477
,Dayton City,043844,Thurgood Marshall High School,006841,"4447 Hoover Ave Dayton, OH   45417-1117",9-12,-84.26120279999999,39.762822
,Coldwater Exempted Village,045310,Coldwater High School,006858,"310 N 2nd St Coldwater, OH   45828-1242",9-12,-84.6295086,40.4819216
,Columbus City,043802,Colerain Elementary School,006874,"499 E Weisheimer Rd Columbus, OH   43214-2238",K-5,-83.00685260000002,40.0541933
,Northwest Local,047365,Colerain Elementary School,006882,"4850 Poole Rd Cincinnati, OH   45251-1808",K-5,-84.61435460000001,39.2397315
,Northwest Local,047365,Colerain High School,006890,"8801 Cheviot Rd Cincinnati, OH   45251-5907",9-12,-84.6026545,39.2319997
,Northwest Local,047365,Colerain Middle School,006908,"4700 Poole Rd Cincinnati, OH   45251-1806",6-8,-84.61385659999999,39.2389142
,Cincinnati City,043752,College Hill Elementary School,006932,"1402 W North Bend Rd Cincinnati, OH   45224-2504","K-6,P",-84.54209,39.203486
,Cleveland Municipal,043786,Collinwood High School,006940,"15210 Saint Clair Ave Cleveland, OH   44110-3012",9-12,-81.5740443,41.5533247
,Carey Exempted Village,045260,Colonel Crawford Elementary School,006957,"357 E South St Carey, OH   43316-1273",K-6,-83.3764557,40.9499703
,Colonel Crawford Local,046516,Col Crawford High School,006965,"PO Box 7 North Robinson, OH   44856-0007",9-12,-82.85766819999999,40.7948794
,Worthington City,045138,Colonial Hills Elementary School,006999,"5800 Greenwich St Worthington, OH   43085-3648",K-6,-83.00852479999999,40.0823425
,Mount Vernon City,044420,Columbia Elementary School,007005,"150 Columbus Rd Mount Vernon, OH   43050-4034",K-5,-82.4953683,40.3802838
,Columbia Local,048140,Columbia High School,007021,"14168 W River Rd Columbia Station, OH   44028-9430",9-12,-81.923732,41.311195
,Columbia Local,048140,Columbia Middle School,007039,"13646 W River Rd Columbia Station, OH   44028-8911",5-8,-81.9271811,41.3160579
,Tiffin City,044891,Columbian High School,007054,"300 S Monroe St Tiffin, OH   44883-2906",9-12,-83.1806008,41.1087631
,Columbiana Exempted Village,045328,Columbiana High School,007062,"700 Columbiana Waterford Rd Columbiana, OH   44408-9499",9-12,-80.6791696,40.88088020000001
,Bedford City,043562,Columbus Intermediate School,007070,"23600 Columbus Rd Bedford, OH   44146-2954",4-6,-81.5118349,41.4010759
,Ashtabula Area City,043513,Lakeside Junior High School,007088,"6620 Sanborn Rd Ashtabula, OH   44004-9552",7-8,-80.8236525,41.8430463
,Columbus Grove Local,049312,Columbus Grove Elementary School,007096,"201 W Cross St Columbus Grove, OH   45830-1237",K-4,-84.0560567,40.922063
,Columbus Grove Local,049312,Columbus Grove High School,007104,"201 W Cross St Columbus Grove, OH   45830-1237",9-12,-84.0560567,40.922063
,Columbus City,043802,Como Elementary School,007120,"2989 Reis Ave Columbus, OH   43224-3939","K-5,P",-82.99261489999999,40.0258513
,Troy City,044925,Concord Elementary School,007161,"3145 State Route 718 Troy, OH   45373-8908",K-5,-84.2613294,40.0400194
,River View Local,046482,Conesville Elementary School,007187,"199 State St Conesville, OH   43811-9747",K-6,-81.8941735,40.1881242
,Northwestern Local,050575,Northwestern Middle School,007195,"7569 N Elyria Rd West Salem, OH   44287-9707",6-8,-82.1083685,40.8919569
,Bowling Green City,043638,Conneaut Elementary School,007203,"542 Haskins Rd Bowling Green, OH   43402-1613",K-6,-83.662354,41.37986
,Conneaut Area City,043810,Conneaut High School,007211,"381 Mill St Conneaut, OH   44030-2439",9-12,-80.56172620000001,41.9467423
,Conotton Valley Union Local,047548,Conotton Valley Jr/Sr High School,007245,"7205 Cumberland Rd SW Bowerston, OH   44695-9632",7-12,-81.21799620000002,40.4620316
,Continental Local,049320,Continental Local Elementary School,007260,"5211 State Route 634 Continental, OH   45831-9155",K-5,-84.2640117,41.1068758
,Continental Local,049320,Continental Local High School,007278,"5211 State Route 634 Continental, OH   45831-9155",9-12,-84.2640117,41.1068758
,Coventry Local,049999,Coventry High School,007286,"3089 Manchester Rd Akron, OH   44319-1026",10-12,-81.5514881,41.016029
,Troy City,044925,Cookson Elementary School,007294,"921 Mystic Ln Troy, OH   45373-2254",K-5,-84.18514499999999,40.0469475
,Federal Hocking Local,045914,Coolville Elementary School,007302,"PO Box 490 Coolville, OH   45723-0490",K-5,-81.7973557,39.2217427
,Copley-Fairlawn City,049981,Copley High School,007310,"3807 Ridgewood Rd Copley, OH   44321-1630",9-12,-81.6493982,41.1128392
,Copley-Fairlawn City,049981,Copley-Fairlawn Middle School,007328,"1531 S Cleveland Massillon Rd Copley, OH   44321-1907",5-8,-81.64307450000001,41.096272
,Columbia Local,048140,Copopa Elementary School,007336,"14168 W River Rd Columbia Station, OH   44028-9430",K-4,-81.923732,41.311195
,Geneva Area City,044057,Cork Elementary School,007344,"341 State Route 534 S Geneva, OH   44041-9364",K-6,-80.9552862,41.7322946
,Dayton City,043844,Rosa Parks PreK-8 School,007369,"3705 Lori Sue Ave Dayton, OH   45406-3552","P,K-8",-84.2474845,39.7819616
,Lakeview Local,050187,Cortland Elementary School,007385,"264 Park Ave Cortland, OH   44410-1047",3-5,-80.72749429999999,41.335735
,Cory-Rawson Local,047431,Cory-Rawson High School,007401,"3930 County Road 26 Rawson, OH   45881-9609",9-12,-83.80503379999999,40.9376326
,Coshocton City,043828,Coshocton High School,007427,"1205 Cambridge Rd Coshocton, OH   43812-2741",7-12,-81.8463422,40.2578132
,Finneytown Local,047332,Cottonwood Elementary School,007443,"8513 Cottonwood Dr Cincinnati, OH   45231-5912",3-4,-84.521742,39.221902
,Crooksville Exempted Village,045351,Crooksville Middle School,007450,"12400 Tunnel Hill Rd Crooksville, OH   43731-9558",6-8,-82.0965654,39.7451627
,Circleville City,043760,Court Elementary School,007468,"1250 S Court St Circleville, OH   43113-2109",4-5,-82.9513741,39.5879704
,Cincinnati City,043752,Covedale Elementary School,007492,"5130 Sidney Rd Cincinnati, OH   45238-3712",K-6,-84.6071508,39.1242859
,Covington Exempted Village,045336,Covington Elementary School,007526,"707 Chestnut St Covington, OH   45318-1759","K-5,P",-84.3448396,40.1197969
,Covington Exempted Village,045336,Covington High School,007534,"807 Chestnut St Covington, OH   45318-1760",9-12,-84.3414797,40.11953279999999
,Xenia Community City,045153,Cox Elementary School,007542,"506 Dayton Ave Xenia, OH   45385-2657",K-5,-83.944655,39.686787
,Oregon City,044602,Coy Elementary School,007559,"3604 Pickle Rd Oregon, OH   43616-4126",K-5,-83.4612056,41.6285371
,Columbus City,043802,Cranbrook Elementary School,007567,"908 Bricker Blvd Columbus, OH   43221-1642",K-5,-83.03888359999999,40.024742
,Middletown City,044404,Creekview Elementary School,007609,"4800 Timber Trail Dr Middletown, OH   45044","K-5,P",-84.3433836,39.50516100000001
,Crestline Exempted Village,045344,Crestline High School,007617,"7854 Oldfield Rd Crestline, OH   44827-9782",8-12,-82.742851,40.800966
,North Central Local,050567,Creston Middle School,007625,"PO Box 4443 Creston, OH   44217-4443",5-8,-81.8937511,40.9869997
,Brunswick City,043661,Crestview Elementary School,007633,"300 W 130th St Brunswick, OH   44212-2309",K-5,-81.7864771,41.2682596
,Crestview Local,046433,Crestview High School,007658,"44100 Crestview Rd Ste B Columbiana, OH   44408-9660",9-12,-80.6678912,40.8430341
,Crestview Local,050351,Crestview High School,007666,"531 E Tully St Convoy, OH   45832-8864",7-12,-84.702387,40.91611899999999
,Crestview Local,049429,Crestview High School,007674,"1575 State Route 96 Ashland, OH   44805-9262",9-12,-82.4572733,40.8907113
,Crestview Local,050351,Crestview Elementary School,007690,"531 E Tully St Convoy, OH   45832-8864",K-6,-84.702387,40.91611899999999
,Elyria City Schools,043943,Crestwood Elementary School,007716,"42331 Griswold Rd Elyria, OH   44035-2121",1-6,-82.1422324,41.3975118
,Crestwood Local,049189,Crestwood High School,007724,"10919 Main St Mantua, OH   44255-9676",9-12,-81.2277873,41.28850389999999
,Wapakoneta City,044982,Cridersville Elementary School,007757,"300 E Main St Cridersville, OH   45806-2406",K-4,-84.1395,40.654055
,Bowling Green City,043638,Crim Elementary School,007773,"1020 Scott Hamilton Ave Bowling Green, OH   43402-3245",K-6,-83.6366303,41.37052389999999
,Springfield Local,048223,Crissey Elementary School,007799,"9220 Geiser Rd Holland, OH   43528-9024",K-5,-83.76261269999999,41.61046020000001
,Fremont City,044016,Croghan Elementary School,007815,"1110 Chestnut St Fremont, OH   43420-4312",K-6,-83.0954008,41.3468622
,Crooksville Exempted Village,045351,Crooksville High School,007823,"4075 Ceramic Way Crooksville, OH   43731-9720",9-12,-82.0884183,39.7444267
,Southwest Local,047381,Crosby Elementary School,007849,"8382 New Haven Rd Harrison, OH   45030-9207",K-6,-84.71695799999999,39.2766386
,Toledo City,044909,Crossgates Elementary School,007856,"3901 Shadylawn Dr Toledo, OH   43614-3308",K-6,-83.6343026,41.6055223
,Akron City,043489,Crouse Elementary School,007864,"1000 Diagonal Rd Akron, OH   44320-3706",K-5,-81.5529339,41.07684099999999
,Brookfield Local,050120,Brookfield Elementary School,007906,"115 Anson Way Sharon, PA   16146-1304",K-3,-80.5178727,41.2345247
,Cuyahoga Falls City,043836,Cuyahoga Falls High School,007930,"2300 4th St Cuyahoga Falls, OH   44221-2500",9-12,-81.4868517,41.1395317
,Cuyahoga Heights Local,046557,Cuyahoga Hts Elementary School,007948,"4880 E 71st St Cuyahoga Heights, OH   44125-1043","K-5,P",-81.6427205,41.4257091
,Cuyahoga Heights Local,046557,Cuyahoga Hts High School,007955,"4820 E 71st St Cuyahoga Heights, OH   44125-1043",9-12,-81.64292309999999,41.4274535
,Elmwood Local,050682,Elmwood Middle School,007963,"7650 Jerry City Rd Bloomdale, OH   44817-9763",5-8,-83.5521124,41.2550335
,Academy of Arts and Humanities,007982,Academy of Arts and Humanities,007982,"261 Elm Rd NE Warren, OH   44483-5003",K-12,-80.812069,41.2385812
,Youngstown Academy of Excellence,007984,Youngstown Academy of Excellence,007984,"1408 Rigby St Youngstown, OH   44506-1617",K-12,-80.6224319,41.0914688
,Cleveland Arts and Social Sciences Academy,007995,Cleveland Arts and Social Sciences Academy,007995,"10701 Shaker Blvd Cleveland, OH   44104-3752",K-12,-81.6110854,41.484178
,Dalton Local,050542,Dalton Elementary School,007997,"PO Box 514 Dalton, OH   44618-0514",K-5,-81.69540669999999,40.7989449
,Center for Student Achievement,007998,Center for Student Achievement,007998,"450 Vaughn St Jackson, OH   45640-1944",9-12,-82.64351219999999,39.04051159999999
,The Charles School at Ohio Dominican University,007999,The Charles School at Ohio Dominican University,007999,"3950 Indianola Ave Columbus, OH   43214-3158",9-12,-82.9992657,40.044997
,Mansfield Preparatory Academy,008000,Mansfield Preparatory Academy,008000,"3038 Leavitt Rd Lorain, OH   44052-4112",K-12,-82.203606,41.4436476
,Dalton Local,050542,Dalton High School,008003,"PO Box 514 Dalton, OH   44618-0514",9-12,-81.69540669999999,40.7989449
,Youngstown City Schools,045161,Alpha: School of Excellence for Boys,008023,"2546 Hillman St Youngstown, OH   44507-1461",7-8,-80.66485,41.0739024
,Mount Vernon City,044420,Dan Emmett Elementary School,008029,"108 Mansfield Ave Mount Vernon, OH   43050-1628",K-5,-82.47201799999999,40.3915976
,Columbus City,043802,Dana Avenue Elementary School,008037,"300 Dana Ave Columbus, OH   43223-1310","K-5,P",-83.0342076,39.9520993
,Danbury Local,048934,Danbury Elementary School,008045,"9451 E Harbor Rd Lakeside Marblehead, OH   43440-1310",K-6,-82.7555687,41.536309
,Danbury Local,048934,Danbury High School,008052,"9451 E Harbor Rd Lakeside Marblehead, OH   43440-1310",7-12,-82.7555687,41.536309
,Blanchester Local,046383,Blanchester Intermediate School,008054,"955 Cherry St Blanchester, OH   45107-7907",4-5,-83.96756359999999,39.299119
,Cleveland Municipal,043786,Daniel E Morgan School,008060,"1440 E 92nd St Cleveland, OH   44106-1065","P,K-8",-81.62385700000002,41.516832
,Arts and Science Preparatory Academy,008061,Arts and Science Preparatory Academy,008061,"2711 Church Ave Cleveland, OH   44113-2909",K-12,-81.7081022,41.4896821
,Life Skills Center of North Akron,008063,Life Skills Center of North Akron,008063,"1458 Brittain Rd Akron, OH   44310-3641",9-12,-81.4669086,41.1028258
,Academy of Arts and Sciences,008064,Academy of Arts and Sciences,008064,"201 W Erie Ave Lorain, OH   44052-1641",K-12,-82.1787849,41.4677861
,Imani Learning Academy,008065,Imani Learning Academy,008065,"728 Parkside Blvd Toledo, OH   43607-3858",K-8,-83.5946853,41.6479645
